origin,destination,first_years,year,o,d,o_charging,o_ever,d_charging,d_ever,shares_border,bucket
Rheinland-Pfalz,Bremen,23,2005,07,04,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Hamburg,70,2005,07,02,0,0,0,1,0,fee state (eventually)
Rheinland-Pfalz,Hessen,1079,2005,07,06,0,0,0,1,1,fee state (eventually)
Rheinland-Pfalz,Mecklenburg-Vorpommern,24,2005,07,13,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Niedersachsen,111,2005,07,03,0,0,0,1,0,fee state (eventually)
Rheinland-Pfalz,Nordrhein-Westfalen,1262,2005,07,05,0,0,0,1,1,fee state (eventually)
Rheinland-Pfalz,Saarland,259,2005,07,10,0,0,0,1,1,fee state (eventually)
Rheinland-Pfalz,Sachsen,64,2005,07,14,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Sachsen-Anhalt,34,2005,07,15,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Schleswig-Holstein,28,2005,07,01,0,0,0,0,0,"never-fee, distant"
Saarland,Bayern,82,2005,10,09,0,1,0,1,0,fee state (eventually)
Saarland,Berlin,23,2005,10,11,0,1,0,0,0,"never-fee, distant"
Saarland,Brandenburg,7,2005,10,12,0,1,0,0,0,"never-fee, distant"
Saarland,Bremen,2,2005,10,04,0,1,0,0,0,"never-fee, distant"
Saarland,Hamburg,22,2005,10,02,0,1,0,1,0,fee state (eventually)
Saarland,Hessen,111,2005,10,06,0,1,0,1,0,fee state (eventually)
Saarland,Mecklenburg-Vorpommern,4,2005,10,13,0,1,0,0,0,"never-fee, distant"
Saarland,Niedersachsen,16,2005,10,03,0,1,0,1,0,fee state (eventually)
Saarland,Nordrhein-Westfalen,155,2005,10,05,0,1,0,1,0,fee state (eventually)
Saarland,Rheinland-Pfalz,1130,2005,10,07,0,1,0,0,1,"never-fee, bordering"
Saarland,Sachsen,11,2005,10,14,0,1,0,0,0,"never-fee, distant"
Saarland,Sachsen-Anhalt,6,2005,10,15,0,1,0,0,0,"never-fee, distant"
Saarland,Schleswig-Holstein,5,2005,10,01,0,1,0,0,0,"never-fee, distant"
Sachsen,Bayern,831,2005,14,09,0,0,0,1,1,fee state (eventually)
Sachsen,Berlin,311,2005,14,11,0,0,0,0,0,"never-fee, distant"
Sachsen,Brandenburg,313,2005,14,12,0,0,0,0,1,"never-fee, bordering"
Sachsen,Bremen,25,2005,14,04,0,0,0,0,0,"never-fee, distant"
Sachsen,Hamburg,104,2005,14,02,0,0,0,1,0,fee state (eventually)
Sachsen,Hessen,298,2005,14,06,0,0,0,1,0,fee state (eventually)
Sachsen,Mecklenburg-Vorpommern,146,2005,14,13,0,0,0,0,0,"never-fee, distant"
Sachsen,Niedersachsen,211,2005,14,03,0,0,0,1,0,fee state (eventually)
Sachsen,Nordrhein-Westfalen,367,2005,14,05,0,0,0,1,0,fee state (eventually)
Sachsen,Rheinland-Pfalz,89,2005,14,07,0,0,0,0,0,"never-fee, distant"
Sachsen,Saarland,19,2005,14,10,0,0,0,1,0,fee state (eventually)
Sachsen,Sachsen-Anhalt,743,2005,14,15,0,0,0,0,1,"never-fee, bordering"
Sachsen,Schleswig-Holstein,61,2005,14,01,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Bayern,232,2005,15,09,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Berlin,334,2005,15,11,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Brandenburg,174,2005,15,12,0,0,0,0,1,"never-fee, bordering"
Sachsen-Anhalt,Bremen,41,2005,15,04,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Hamburg,102,2005,15,02,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Hessen,287,2005,15,06,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Mecklenburg-Vorpommern,125,2005,15,13,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Niedersachsen,623,2005,15,03,0,0,0,1,1,fee state (eventually)
Sachsen-Anhalt,Nordrhein-Westfalen,319,2005,15,05,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Rheinland-Pfalz,53,2005,15,07,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Saarland,6,2005,15,10,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Sachsen,1187,2005,15,14,0,0,0,0,1,"never-fee, bordering"
Sachsen-Anhalt,Schleswig-Holstein,76,2005,15,01,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Bayern,232,2005,01,09,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Berlin,133,2005,01,11,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Brandenburg,41,2005,01,12,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Bremen,148,2005,01,04,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Hamburg,973,2005,01,02,0,0,0,1,1,fee state (eventually)
Schleswig-Holstein,Hessen,208,2005,01,06,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Mecklenburg-Vorpommern,167,2005,01,13,0,0,0,0,1,"never-fee, bordering"
Schleswig-Holstein,Niedersachsen,660,2005,01,03,0,0,0,1,1,fee state (eventually)
Schleswig-Holstein,Nordrhein-Westfalen,448,2005,01,05,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Rheinland-Pfalz,77,2005,01,07,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Saarland,17,2005,01,10,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Sachsen,78,2005,01,14,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Sachsen-Anhalt,43,2005,01,15,0,0,0,0,0,"never-fee, distant"
Bayern,Berlin,447,2006,09,11,0,1,0,0,0,"never-fee, distant"
Bayern,Brandenburg,68,2006,09,12,0,1,0,0,0,"never-fee, distant"
Bayern,Bremen,66,2006,09,04,0,1,0,0,0,"never-fee, distant"
Bayern,Hamburg,232,2006,09,02,0,1,0,1,0,fee state (eventually)
Bayern,Hessen,833,2006,09,06,0,1,0,1,1,fee state (eventually)
Bayern,Mecklenburg-Vorpommern,67,2006,09,13,0,1,0,0,0,"never-fee, distant"
Bayern,Niedersachsen,240,2006,09,03,0,1,1,1,0,fee state (eventually)
Bayern,Nordrhein-Westfalen,774,2006,09,05,0,1,1,1,0,fee state (eventually)
Bayern,Rheinland-Pfalz,250,2006,09,07,0,1,0,0,0,"never-fee, distant"
Bayern,Saarland,54,2006,09,10,0,1,0,1,0,fee state (eventually)
Bayern,Sachsen,350,2006,09,14,0,1,0,0,1,"never-fee, bordering"
Bayern,Sachsen-Anhalt,97,2006,09,15,0,1,0,0,0,"never-fee, distant"
Bayern,Schleswig-Holstein,58,2006,09,01,0,1,0,0,0,"never-fee, distant"
Berlin,Bayern,320,2006,11,09,0,0,0,1,0,fee state (eventually)
Berlin,Brandenburg,1786,2006,11,12,0,0,0,0,1,"never-fee, bordering"
Berlin,Bremen,55,2006,11,04,0,0,0,0,0,"never-fee, distant"
Berlin,Hamburg,144,2006,11,02,0,0,0,1,0,fee state (eventually)
Berlin,Hessen,228,2006,11,06,0,0,0,1,0,fee state (eventually)
Berlin,Mecklenburg-Vorpommern,340,2006,11,13,0,0,0,0,0,"never-fee, distant"
Berlin,Niedersachsen,201,2006,11,03,0,0,1,1,0,fee state (eventually)
Berlin,Nordrhein-Westfalen,450,2006,11,05,0,0,1,1,0,fee state (eventually)
Berlin,Rheinland-Pfalz,89,2006,11,07,0,0,0,0,0,"never-fee, distant"
Berlin,Saarland,12,2006,11,10,0,0,0,1,0,fee state (eventually)
Berlin,Sachsen,307,2006,11,14,0,0,0,0,0,"never-fee, distant"
Berlin,Sachsen-Anhalt,158,2006,11,15,0,0,0,0,0,"never-fee, distant"
Berlin,Schleswig-Holstein,101,2006,11,01,0,0,0,0,0,"never-fee, distant"
Brandenburg,Bayern,251,2006,12,09,0,0,0,1,0,fee state (eventually)
Brandenburg,Berlin,1902,2006,12,11,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Bremen,51,2006,12,04,0,0,0,0,0,"never-fee, distant"
Brandenburg,Hamburg,126,2006,12,02,0,0,0,1,0,fee state (eventually)
Brandenburg,Hessen,190,2006,12,06,0,0,0,1,0,fee state (eventually)
Brandenburg,Mecklenburg-Vorpommern,610,2006,12,13,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Niedersachsen,259,2006,12,03,0,0,1,1,1,fee state (eventually)
Brandenburg,Nordrhein-Westfalen,310,2006,12,05,0,0,1,1,0,fee state (eventually)
Brandenburg,Rheinland-Pfalz,68,2006,12,07,0,0,0,0,0,"never-fee, distant"
Brandenburg,Saarland,11,2006,12,10,0,0,0,1,0,fee state (eventually)
Brandenburg,Sachsen,949,2006,12,14,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Sachsen-Anhalt,345,2006,12,15,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Schleswig-Holstein,148,2006,12,01,0,0,0,0,0,"never-fee, distant"
Bremen,Bayern,53,2006,04,09,0,0,0,1,0,fee state (eventually)
Bremen,Berlin,62,2006,04,11,0,0,0,0,0,"never-fee, distant"
Bremen,Brandenburg,13,2006,04,12,0,0,0,0,0,"never-fee, distant"
Bremen,Hamburg,88,2006,04,02,0,0,0,1,0,fee state (eventually)
Bremen,Hessen,49,2006,04,06,0,0,0,1,0,fee state (eventually)
Bremen,Mecklenburg-Vorpommern,14,2006,04,13,0,0,0,0,0,"never-fee, distant"
Bremen,Niedersachsen,346,2006,04,03,0,0,1,1,1,fee state (eventually)
Bremen,Nordrhein-Westfalen,196,2006,04,05,0,0,1,1,0,fee state (eventually)
Bremen,Rheinland-Pfalz,18,2006,04,07,0,0,0,0,0,"never-fee, distant"
Bremen,Saarland,7,2006,04,10,0,0,0,1,0,fee state (eventually)
Bremen,Sachsen,27,2006,04,14,0,0,0,0,0,"never-fee, distant"
Bremen,Sachsen-Anhalt,18,2006,04,15,0,0,0,0,0,"never-fee, distant"
Bremen,Schleswig-Holstein,72,2006,04,01,0,0,0,0,0,"never-fee, distant"
Hamburg,Bayern,139,2006,02,09,0,1,0,1,0,fee state (eventually)
Hamburg,Berlin,126,2006,02,11,0,1,0,0,0,"never-fee, distant"
Hamburg,Brandenburg,38,2006,02,12,0,1,0,0,0,"never-fee, distant"
Hamburg,Bremen,96,2006,02,04,0,1,0,0,0,"never-fee, distant"
Hamburg,Hessen,76,2006,02,06,0,1,0,1,0,fee state (eventually)
Hamburg,Mecklenburg-Vorpommern,70,2006,02,13,0,1,0,0,0,"never-fee, distant"
Hamburg,Niedersachsen,475,2006,02,03,0,1,1,1,1,fee state (eventually)
Hamburg,Nordrhein-Westfalen,254,2006,02,05,0,1,1,1,0,fee state (eventually)
Hamburg,Rheinland-Pfalz,32,2006,02,07,0,1,0,0,0,"never-fee, distant"
Hamburg,Saarland,5,2006,02,10,0,1,0,1,0,fee state (eventually)
Hamburg,Sachsen,57,2006,02,14,0,1,0,0,0,"never-fee, distant"
Hamburg,Sachsen-Anhalt,21,2006,02,15,0,1,0,0,0,"never-fee, distant"
Hamburg,Schleswig-Holstein,403,2006,02,01,0,1,0,0,1,"never-fee, bordering"
Hessen,Bayern,1046,2006,06,09,0,1,0,1,1,fee state (eventually)
Hessen,Berlin,215,2006,06,11,0,1,0,0,0,"never-fee, distant"
Hessen,Brandenburg,39,2006,06,12,0,1,0,0,0,"never-fee, distant"
Hessen,Bremen,59,2006,06,04,0,1,0,0,0,"never-fee, distant"
Hessen,Hamburg,154,2006,06,02,0,1,0,1,0,fee state (eventually)
Hessen,Mecklenburg-Vorpommern,45,2006,06,13,0,1,0,0,0,"never-fee, distant"
Hessen,Niedersachsen,474,2006,06,03,0,1,1,1,1,fee state (eventually)
Hessen,Nordrhein-Westfalen,1077,2006,06,05,0,1,1,1,1,fee state (eventually)
Hessen,Rheinland-Pfalz,1477,2006,06,07,0,1,0,0,1,"never-fee, bordering"
Hessen,Saarland,37,2006,06,10,0,1,0,1,0,fee state (eventually)
Hessen,Sachsen,147,2006,06,14,0,1,0,0,0,"never-fee, distant"
Hessen,Sachsen-Anhalt,72,2006,06,15,0,1,0,0,0,"never-fee, distant"
Hessen,Schleswig-Holstein,89,2006,06,01,0,1,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Bayern,138,2006,13,09,0,0,0,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Berlin,473,2006,13,11,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Brandenburg,153,2006,13,12,0,0,0,0,1,"never-fee, bordering"
Mecklenburg-Vorpommern,Bremen,88,2006,13,04,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Hamburg,251,2006,13,02,0,0,0,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Hessen,100,2006,13,06,0,0,0,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Niedersachsen,292,2006,13,03,0,0,1,1,1,fee state (eventually)
Mecklenburg-Vorpommern,Nordrhein-Westfalen,229,2006,13,05,0,0,1,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Rheinland-Pfalz,31,2006,13,07,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Saarland,8,2006,13,10,0,0,0,1,0,fee state (eventually)
Mecklenburg-Vorpommern,Sachsen,261,2006,13,14,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Sachsen-Anhalt,130,2006,13,15,0,0,0,0,0,"never-fee, distant"
Mecklenburg-Vorpommern,Schleswig-Holstein,350,2006,13,01,0,0,0,0,1,"never-fee, bordering"
Niedersachsen,Bayern,690,2006,03,09,1,1,0,1,0,fee state (eventually)
Niedersachsen,Berlin,422,2006,03,11,1,1,0,0,0,"never-fee, distant"
Niedersachsen,Brandenburg,130,2006,03,12,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Bremen,1404,2006,03,04,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Hamburg,909,2006,03,02,1,1,0,1,1,fee state (eventually)
Niedersachsen,Hessen,984,2006,03,06,1,1,0,1,1,fee state (eventually)
Niedersachsen,Mecklenburg-Vorpommern,227,2006,03,13,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Nordrhein-Westfalen,2809,2006,03,05,1,1,1,1,1,fee state (eventually)
Niedersachsen,Rheinland-Pfalz,242,2006,03,07,1,1,0,0,0,"never-fee, distant"
Niedersachsen,Saarland,46,2006,03,10,1,1,0,1,0,fee state (eventually)
Niedersachsen,Sachsen,265,2006,03,14,1,1,0,0,0,"never-fee, distant"
Niedersachsen,Sachsen-Anhalt,411,2006,03,15,1,1,0,0,1,"never-fee, bordering"
Niedersachsen,Schleswig-Holstein,748,2006,03,01,1,1,0,0,1,"never-fee, bordering"
Nordrhein-Westfalen,Bayern,1280,2006,05,09,1,1,0,1,0,fee state (eventually)
Nordrhein-Westfalen,Berlin,596,2006,05,11,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Brandenburg,122,2006,05,12,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Bremen,282,2006,05,04,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Hamburg,451,2006,05,02,1,1,0,1,0,fee state (eventually)
Nordrhein-Westfalen,Hessen,1576,2006,05,06,1,1,0,1,1,fee state (eventually)
Nordrhein-Westfalen,Mecklenburg-Vorpommern,170,2006,05,13,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Niedersachsen,2293,2006,05,03,1,1,1,1,1,fee state (eventually)
Nordrhein-Westfalen,Rheinland-Pfalz,860,2006,05,07,1,1,0,0,1,"never-fee, bordering"
Nordrhein-Westfalen,Saarland,116,2006,05,10,1,1,0,1,0,fee state (eventually)
Nordrhein-Westfalen,Sachsen,299,2006,05,14,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Sachsen-Anhalt,157,2006,05,15,1,1,0,0,0,"never-fee, distant"
Nordrhein-Westfalen,Schleswig-Holstein,273,2006,05,01,1,1,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Bayern,362,2006,07,09,0,0,0,1,0,fee state (eventually)
Rheinland-Pfalz,Berlin,97,2006,07,11,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Brandenburg,19,2006,07,12,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Bremen,14,2006,07,04,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Hamburg,66,2006,07,02,0,0,0,1,0,fee state (eventually)
Rheinland-Pfalz,Hessen,969,2006,07,06,0,0,0,1,1,fee state (eventually)
Rheinland-Pfalz,Mecklenburg-Vorpommern,37,2006,07,13,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Niedersachsen,108,2006,07,03,0,0,1,1,0,fee state (eventually)
Rheinland-Pfalz,Nordrhein-Westfalen,1141,2006,07,05,0,0,1,1,1,fee state (eventually)
Rheinland-Pfalz,Saarland,298,2006,07,10,0,0,0,1,1,fee state (eventually)
Rheinland-Pfalz,Sachsen,70,2006,07,14,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Sachsen-Anhalt,29,2006,07,15,0,0,0,0,0,"never-fee, distant"
Rheinland-Pfalz,Schleswig-Holstein,26,2006,07,01,0,0,0,0,0,"never-fee, distant"
Saarland,Bayern,90,2006,10,09,0,1,0,1,0,fee state (eventually)
Saarland,Berlin,23,2006,10,11,0,1,0,0,0,"never-fee, distant"
Saarland,Brandenburg,4,2006,10,12,0,1,0,0,0,"never-fee, distant"
Saarland,Bremen,11,2006,10,04,0,1,0,0,0,"never-fee, distant"
Saarland,Hamburg,11,2006,10,02,0,1,0,1,0,fee state (eventually)
Saarland,Hessen,118,2006,10,06,0,1,0,1,0,fee state (eventually)
Saarland,Mecklenburg-Vorpommern,4,2006,10,13,0,1,0,0,0,"never-fee, distant"
Saarland,Niedersachsen,14,2006,10,03,0,1,1,1,0,fee state (eventually)
Saarland,Nordrhein-Westfalen,149,2006,10,05,0,1,1,1,0,fee state (eventually)
Saarland,Rheinland-Pfalz,1156,2006,10,07,0,1,0,0,1,"never-fee, bordering"
Saarland,Sachsen,16,2006,10,14,0,1,0,0,0,"never-fee, distant"
Saarland,Sachsen-Anhalt,5,2006,10,15,0,1,0,0,0,"never-fee, distant"
Saarland,Schleswig-Holstein,3,2006,10,01,0,1,0,0,0,"never-fee, distant"
Sachsen,Bayern,860,2006,14,09,0,0,0,1,1,fee state (eventually)
Sachsen,Berlin,356,2006,14,11,0,0,0,0,0,"never-fee, distant"
Sachsen,Brandenburg,401,2006,14,12,0,0,0,0,1,"never-fee, bordering"
Sachsen,Bremen,36,2006,14,04,0,0,0,0,0,"never-fee, distant"
Sachsen,Hamburg,86,2006,14,02,0,0,0,1,0,fee state (eventually)
Sachsen,Hessen,345,2006,14,06,0,0,0,1,0,fee state (eventually)
Sachsen,Mecklenburg-Vorpommern,204,2006,14,13,0,0,0,0,0,"never-fee, distant"
Sachsen,Niedersachsen,154,2006,14,03,0,0,1,1,0,fee state (eventually)
Sachsen,Nordrhein-Westfalen,323,2006,14,05,0,0,1,1,0,fee state (eventually)
Sachsen,Rheinland-Pfalz,114,2006,14,07,0,0,0,0,0,"never-fee, distant"
Sachsen,Saarland,21,2006,14,10,0,0,0,1,0,fee state (eventually)
Sachsen,Sachsen-Anhalt,930,2006,14,15,0,0,0,0,1,"never-fee, bordering"
Sachsen,Schleswig-Holstein,61,2006,14,01,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Bayern,288,2006,15,09,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Berlin,378,2006,15,11,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Brandenburg,212,2006,15,12,0,0,0,0,1,"never-fee, bordering"
Sachsen-Anhalt,Bremen,40,2006,15,04,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Hamburg,67,2006,15,02,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Hessen,204,2006,15,06,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Mecklenburg-Vorpommern,200,2006,15,13,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Niedersachsen,462,2006,15,03,0,0,1,1,1,fee state (eventually)
Sachsen-Anhalt,Nordrhein-Westfalen,263,2006,15,05,0,0,1,1,0,fee state (eventually)
Sachsen-Anhalt,Rheinland-Pfalz,63,2006,15,07,0,0,0,0,0,"never-fee, distant"
Sachsen-Anhalt,Saarland,9,2006,15,10,0,0,0,1,0,fee state (eventually)
Sachsen-Anhalt,Sachsen,1013,2006,15,14,0,0,0,0,1,"never-fee, bordering"
Sachsen-Anhalt,Schleswig-Holstein,74,2006,15,01,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Bayern,215,2006,01,09,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Berlin,166,2006,01,11,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Brandenburg,51,2006,01,12,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Bremen,143,2006,01,04,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Hamburg,977,2006,01,02,0,0,0,1,1,fee state (eventually)
Schleswig-Holstein,Hessen,193,2006,01,06,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Mecklenburg-Vorpommern,194,2006,01,13,0,0,0,0,1,"never-fee, bordering"
Schleswig-Holstein,Niedersachsen,641,2006,01,03,0,0,1,1,1,fee state (eventually)
Schleswig-Holstein,Nordrhein-Westfalen,440,2006,01,05,0,0,1,1,0,fee state (eventually)
Schleswig-Holstein,Rheinland-Pfalz,65,2006,01,07,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Saarland,16,2006,01,10,0,0,0,1,0,fee state (eventually)
Schleswig-Holstein,Sachsen,72,2006,01,14,0,0,0,0,0,"never-fee, distant"
Schleswig-Holstein,Sachsen-Anhalt,56,2006,01,15,0,0,0,0,0,"never-fee, distant"
Bayern,Berlin,436,2007,09,11,1,1,0,0,0,"never-fee, distant"
Bayern,Brandenburg,85,2007,09,12,1,1,0,0,0,"never-fee, distant"
Bayern,Bremen,59,2007,09,04,1,1,0,0,0,"never-fee, distant"
Bayern,Hamburg,292,2007,09,02,1,1,1,1,0,fee state (eventually)
Bayern,Hessen,923,2007,09,06,1,1,1,1,1,fee state (eventually)
Bayern,Mecklenburg-Vorpommern,92,2007,09,13,1,1,0,0,0,"never-fee, distant"
Bayern,Niedersachsen,274,2007,09,03,1,1,1,1,0,fee state (eventually)
Bayern,Nordrhein-Westfalen,822,2007,09,05,1,1,1,1,0,fee state (eventually)
Bayern,Rheinland-Pfalz,269,2007,09,07,1,1,0,0,0,"never-fee, distant"
Bayern,Saarland,59,2007,09,10,1,1,1,1,0,fee state (eventually)
Bayern,Sachsen,409,2007,09,14,1,1,0,0,1,"never-fee, bordering"
Bayern,Sachsen-Anhalt,119,2007,09,15,1,1,0,0,0,"never-fee, distant"
Bayern,Schleswig-Holstein,70,2007,09,01,1,1,0,0,0,"never-fee, distant"
Berlin,Bayern,313,2007,11,09,0,0,1,1,0,fee state (eventually)
Berlin,Brandenburg,2370,2007,11,12,0,0,0,0,1,"never-fee, bordering"
Berlin,Bremen,75,2007,11,04,0,0,0,0,0,"never-fee, distant"
Berlin,Hamburg,146,2007,11,02,0,0,1,1,0,fee state (eventually)
Berlin,Hessen,221,2007,11,06,0,0,1,1,0,fee state (eventually)
Berlin,Mecklenburg-Vorpommern,359,2007,11,13,0,0,0,0,0,"never-fee, distant"
Berlin,Niedersachsen,224,2007,11,03,0,0,1,1,0,fee state (eventually)
Berlin,Nordrhein-Westfalen,492,2007,11,05,0,0,1,1,0,fee state (eventually)
Berlin,Rheinland-Pfalz,76,2007,11,07,0,0,0,0,0,"never-fee, distant"
Berlin,Saarland,28,2007,11,10,0,0,1,1,0,fee state (eventually)
Berlin,Sachsen,391,2007,11,14,0,0,0,0,0,"never-fee, distant"
Berlin,Sachsen-Anhalt,191,2007,11,15,0,0,0,0,0,"never-fee, distant"
Berlin,Schleswig-Holstein,89,2007,11,01,0,0,0,0,0,"never-fee, distant"
Brandenburg,Bayern,266,2007,12,09,0,0,1,1,0,fee state (eventually)
Brandenburg,Berlin,2153,2007,12,11,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Bremen,51,2007,12,04,0,0,0,0,0,"never-fee, distant"
Brandenburg,Hamburg,131,2007,12,02,0,0,1,1,0,fee state (eventually)
Brandenburg,Hessen,199,2007,12,06,0,0,1,1,0,fee state (eventually)
Brandenburg,Mecklenburg-Vorpommern,572,2007,12,13,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Niedersachsen,256,2007,12,03,0,0,1,1,1,fee state (eventually)
Brandenburg,Nordrhein-Westfalen,308,2007,12,05,0,0,1,1,0,fee state (eventually)
Brandenburg,Rheinland-Pfalz,66,2007,12,07,0,0,0,0,0,"never-fee, distant"
Brandenburg,Saarland,13,2007,12,10,0,0,1,1,0,fee state (eventually)
Brandenburg,Sachsen,1072,2007,12,14,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Sachsen-Anhalt,384,2007,12,15,0,0,0,0,1,"never-fee, bordering"
Brandenburg,Schleswig-Holstein,175,2007,12,01,0,0,0,0,0,"never-fee, distant"
Bremen,Bayern,54,2007,04,09,0,0,1,1,0,fee state (eventually)
Bremen,Berlin,63,2007,04,11,0,0,0,0,0,"never-fee, distant"
Bremen,Brandenburg,9,2007,04,12,0,0,0,0,0,"never-fee, distant"
Bremen,Hamburg,75,2007,04,02,0,0,1,1,0,fee state (eventually)
Bremen,Hessen,48,2007,04,06,0,0,1,1,0,fee state (eventually)
Bremen,Mecklenburg-Vorpommern,13,2007,04,13,0,0,0,0,0,"never-fee, distant"
Bremen,Niedersachsen,361,2007,04,03,0,0,1,1,1,fee state (eventually)
Bremen,Nordrhein-Westfalen,170,2007,04,05,0,0,1,1,0,fee state (eventually)
Bremen,Rheinland-Pfalz,20,2007,04,07,0,0,0,0,0,"never-fee, distant"
Bremen,Saarland,7,2007,04,10,0,0,1,1,0,fee state (eventually)
Bremen,Sachsen,30,2007,04,14,0,0,0,0,0,"never-fee, distant"
Bremen,Sachsen-Anhalt,14,2007,04,15,0,0,0,0,0,"never-fee, distant"
Bremen,Schleswig-Holstein,59,2007,04,01,0,0,0,0,0,"never-fee, distant"
Hamburg,Bayern,146,2007,02,09,1,1,1,1,0,fee state (eventually)
Hamburg,Berlin,119,2007,02,11,1,1,0,0,0,"never-fee, distant"
Hamburg,Brandenburg,37,2007,02,12,1,1,0,0,0,"never-fee, distant"
Hamburg,Bremen,124,2007,02,04,1,1,0,0,0,"never-fee, distant"
Hamburg,Hessen,107,2007,02,06,1,1,1,1,0,fee state (eventually)
Hamburg,Mecklenburg-Vorpommern,109,2007,02,13,1,1,0,0,0,"never-fee, distant"
Hamburg,Niedersachsen,506,2007,02,03,1,1,1,1,1,fee state (eventually)
Hamburg,Nordrhein-Westfalen,305,2007,02,05,1,1,1,1,0,fee state (eventually)
Hamburg,Rheinland-Pfalz,34,2007,02,07,1,1,0,0,0,"never-fee, distant"
Hamburg,Saarland,15,2007,02,10,1,1,1,1,0,fee state (eventually)
Hamburg,Sachsen,80,2007,02,14,1,1,0,0,0,"never-fee, distant"
Hamburg,Sachsen-Anhalt,20,2007,02,15,1,1,0,0,0,"never-fee, distant"
Hamburg,Schleswig-Holstein,491,2007,02,01,1,1,0,0,1,"never-fee, bordering"
Hessen,Bayern,1110,2007,06,09,1,1,1,1,1,fee state (eventually)
Hessen,Berlin,243,2007,06,11,1,1,0,0,0,"never-fee, distant"
